"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,205,"SGP","Singapore",197,"SGP","Singapore","SINGAPORE","Singapore","Singapore",NA,NA,NA,"Singapour ","Singapur ","<U+0421><U+0438><U+043D><U+0433><U+0430><U+043F><U+0443><U+0440>","<U+0633><U+0646><U+063A><U+0627><U+0641><U+0648><U+0631><U+0629>","<U+65B0><U+52A0><U+5761> ",NA,NA,"Singapore","SG",NA,"SN",702,"19650809","Present",4018114,526.041,7638.40461104743,"South-Eastern Asia","Asia",1,NA,NA,NA,NA,"High income: nonOECD","Debt not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
